;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
gait15002135;gait15002135;;;;;;;;;;;;;Tweet;26/05/2022 17:15;#SafeTF2 Gotta help atleast a single bit;;;safetf2;26/05/2022 17:15;https://twitter.com/#!/gait15002135/status/1529873918013624320;;;1529873918013624320;
toto_geenen;gait15002135;;;;;;;;;;;;;Mentions;26/05/2022 18:30;RT @Gait15002135: #SafeTF2 Gotta help atleast a single bit;;;safetf2;26/05/2022 18:30;https://twitter.com/#!/toto_geenen/status/1529892644301811721;;;1529892644301811721;
fojtikvitek;fojtikvitek;;;;;;;;;;;;;Tweet;26/05/2022 17:14;"I remember that like a week ago i got really urge to play tf2. And yeah, this game needs an update.
#SafeTF2";;;safetf2;26/05/2022 17:14;https://twitter.com/#!/fojtikvitek/status/1529873574055628800;;;1529873574055628800;
toto_geenen;fojtikvitek;;;;;;;;;;;;;Mentions;26/05/2022 18:30;"RT @FojtikVitek: I remember that like a week ago i got really urge to play tf2. And yeah, this game needs an update.
#SafeTF2";;;safetf2;26/05/2022 18:30;https://twitter.com/#!/toto_geenen/status/1529892667383066643;;;1529892667383066643;
thewogbe;thewogbe;;;;;;;;;;;;;Tweet;26/05/2022 17:10;Being the first shooter I ever played, Team Fortress 2 holds a very special place in my heart. I sincerely hope it… https://t.co/EJ0uX6EOIk;https://twitter.com/i/web/status/1529872491581034507;twitter.com;;26/05/2022 17:10;https://twitter.com/#!/thewogbe/status/1529872491581034507;;;1529872491581034507;
toto_geenen;thewogbe;;;;;;;;;;;;;Mentions;26/05/2022 18:30;RT @TheWOGbe: Being the first shooter I ever played, Team Fortress 2 holds a very special place in my heart. I sincerely hope it finally ge…;;;;26/05/2022 18:30;https://twitter.com/#!/toto_geenen/status/1529892721426673669;;;1529892721426673669;
mrchips63038060;mrchips63038060;;;;;;;;;;;;;Tweet;26/05/2022 15:22;"#SafeTF2 
Valve please Update the game https://t.co/DKYlUIaaM6";;;safetf2;26/05/2022 15:22;https://twitter.com/#!/mrchips63038060/status/1529845453964988417;;;1529845453964988417;
mrchips63038060;mrchips63038060;;;;;;;;;;;;;Tweet;26/05/2022 15:25;"RT @MrChips63038060: #SafeTF2 
Valve please Update the game https://t.co/DKYlUIaaM6";;;safetf2;26/05/2022 15:25;https://twitter.com/#!/mrchips63038060/status/1529846197090848769;;;1529846197090848769;
toto_geenen;mrchips63038060;;;;;;;;;;;;;Mentions;26/05/2022 18:32;"RT @MrChips63038060: #SafeTF2 
Valve please Update the game https://t.co/DKYlUIaaM6";;;safetf2;26/05/2022 18:32;https://twitter.com/#!/toto_geenen/status/1529893228341866497;;;1529893228341866497;
seriel18;seriel18;;;;;;;;;;;;;Tweet;26/05/2022 13:31;#SafeTF2 I've been playing this game for a couple years now, and i can't even imagine my life without it. https://t.co/7qJgPiCG7Q;;;safetf2;26/05/2022 13:31;https://twitter.com/#!/seriel18/status/1529817441714380802;;;1529817441714380802;
seriel18;seriel18;;;;;;;;;;;;;Tweet;26/05/2022 13:31;RT @Seriel18: #SafeTF2 I've been playing this game for a couple years now, and i can't even imagine my life without it. https://t.co/7qJgPi…;;;safetf2;26/05/2022 13:31;https://twitter.com/#!/seriel18/status/1529817533246603264;;;1529817533246603264;
seriel18;facikwacik;;;;;;;;;;;;;Mentions;26/05/2022 13:33;RT @FacikWacik: My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;26/05/2022 13:33;https://twitter.com/#!/seriel18/status/1529818124568014853;;;1529818124568014853;
toto_geenen;seriel18;;;;;;;;;;;;;Mentions;26/05/2022 18:33;RT @Seriel18: #SafeTF2 I've been playing this game for a couple years now, and i can't even imagine my life without it. https://t.co/7qJgPi…;;;safetf2;26/05/2022 18:33;https://twitter.com/#!/toto_geenen/status/1529893430154997785;;;1529893430154997785;
n0lansn;n0lansn;;;;;;;;;;;;;Tweet;26/05/2022 13:29;#SafeTF2 valve, listen to us please https://t.co/5W2pdBfTXF;;;safetf2;26/05/2022 13:29;https://twitter.com/#!/n0lansn/status/1529816935747166209;;;1529816935747166209;
penalozalao;n0lansn;;;;;;;;;;;;;Mentions;26/05/2022 15:53;RT @N0lansn: #SafeTF2 valve, listen to us please https://t.co/5W2pdBfTXF;;;safetf2;26/05/2022 15:53;https://twitter.com/#!/penalozalao/status/1529853139989438470;;;1529853139989438470;
toto_geenen;n0lansn;;;;;;;;;;;;;Mentions;26/05/2022 18:33;RT @N0lansn: #SafeTF2 valve, listen to us please https://t.co/5W2pdBfTXF;;;safetf2;26/05/2022 18:33;https://twitter.com/#!/toto_geenen/status/1529893452980400134;;;1529893452980400134;
casimiroxd2004;casimiroxd2004;;;;;;;;;;;;;Tweet;26/05/2022 13:29;"#SafeTF2 
Please do something with the bots
The only thing that I want";;;safetf2;26/05/2022 13:29;https://twitter.com/#!/casimiroxd2004/status/1529816913173422080;;;1529816913173422080;
toto_geenen;casimiroxd2004;;;;;;;;;;;;;Mentions;26/05/2022 18:33;"RT @CasimiroXd2004: #SafeTF2 
Please do something with the bots
The only thing that I want";;;safetf2;26/05/2022 18:33;https://twitter.com/#!/toto_geenen/status/1529893477944807426;;;1529893477944807426;
adam96557402;adam96557402;;;;;;;;;;;;;Tweet;26/05/2022 13:03;#SafeTF2 https://t.co/dSGYbk3YQI;;;safetf2;26/05/2022 13:03;https://twitter.com/#!/adam96557402/status/1529810457162395650;;;1529810457162395650;
toto_geenen;adam96557402;;;;;;;;;;;;;Mentions;26/05/2022 18:33;RT @Adam96557402: #SafeTF2 https://t.co/dSGYbk3YQI;;;safetf2;26/05/2022 18:33;https://twitter.com/#!/toto_geenen/status/1529893514842189855;;;1529893514842189855;
system64exe;system64exe;;;;;;;;;;;;;Tweet;26/05/2022 12:52;#SafeTF2 We want to play with real people, we don’t want bots! https://t.co/kdfB0YXecD;;;safetf2;26/05/2022 12:52;https://twitter.com/#!/system64exe/status/1529807645137313792;;;1529807645137313792;
toto_geenen;system64exe;;;;;;;;;;;;;Mentions;26/05/2022 18:33;RT @System64exe: #SafeTF2 We want to play with real people, we don’t want bots! https://t.co/kdfB0YXecD;;;safetf2;26/05/2022 18:33;https://twitter.com/#!/toto_geenen/status/1529893582001295360;;;1529893582001295360;
lostugandansong;valvesoftware;;;;;;;;;;;;;Replies to;26/05/2022 12:36;@valvesoftware #SafeTF2;;;safetf2;26/05/2022 12:36;https://twitter.com/#!/lostugandansong/status/1529803649588813824;;;1529803649588813824;
toto_geenen;lostugandansong;;;;;;;;;;;;;Mentions;26/05/2022 18:34;RT @LostUgandanSong: @valvesoftware #SafeTF2;;;safetf2;26/05/2022 18:34;https://twitter.com/#!/toto_geenen/status/1529893671805628429;;;1529893671805628429;
anonymous88895;anonymous88895;;;;;;;;;;;;;Tweet;26/05/2022 12:04;#SafeTF2 https://t.co/Slb9Kf3txC;;;safetf2;26/05/2022 12:04;https://twitter.com/#!/anonymous88895/status/1529795547837739008;;;1529795547837739008;
anonymous88895;anonymous88895;;;;;;;;;;;;;Tweet;26/05/2022 12:05;#SafeTF2 https://t.co/9qYXu0u7SC;;;safetf2;26/05/2022 12:05;https://twitter.com/#!/anonymous88895/status/1529795964042608640;;;1529795964042608640;
anonymous88895;anonymous88895;;;;;;;;;;;;;Tweet;26/05/2022 12:06;#SafeTF2 https://t.co/fZXkYqG8GO;;;safetf2;26/05/2022 12:06;https://twitter.com/#!/anonymous88895/status/1529796071102218240;;;1529796071102218240;
anonymous88895;anonymous88895;;;;;;;;;;;;;Tweet;26/05/2022 12:06;#SafeTF2 https://t.co/XBzYLix6ZY;;;safetf2;26/05/2022 12:06;https://twitter.com/#!/anonymous88895/status/1529796224697638912;;;1529796224697638912;
anonymous88895;anonymous88895;;;;;;;;;;;;;Tweet;26/05/2022 12:07;#SafeTF2 https://t.co/lpS1SOZLuP;;;safetf2;26/05/2022 12:07;https://twitter.com/#!/anonymous88895/status/1529796440670748672;;;1529796440670748672;
anonymous88895;anonymous88895;;;;;;;;;;;;;Tweet;26/05/2022 12:08;#SafeTF2  #Valve https://t.co/vsbiNjGuji;;;safetf2 valve;26/05/2022 12:08;https://twitter.com/#!/anonymous88895/status/1529796551740166145;;;1529796551740166145;
toto_geenen;anonymous88895;;;;;;;;;;;;;Mentions;26/05/2022 18:34;RT @anonymous88895: #SafeTF2  #Valve https://t.co/vsbiNjGuji;;;safetf2 valve;26/05/2022 18:34;https://twitter.com/#!/toto_geenen/status/1529893729938681871;;;1529893729938681871;
toto_geenen;anonymous88895;;;;;;;;;;;;;Mentions;26/05/2022 18:34;RT @anonymous88895: #SafeTF2 https://t.co/XBzYLix6ZY;;;safetf2;26/05/2022 18:34;https://twitter.com/#!/toto_geenen/status/1529893756496912384;;;1529893756496912384;
toto_geenen;anonymous88895;;;;;;;;;;;;;Mentions;26/05/2022 18:34;RT @anonymous88895: #SafeTF2 https://t.co/fZXkYqG8GO;;;safetf2;26/05/2022 18:34;https://twitter.com/#!/toto_geenen/status/1529893774100508692;;;1529893774100508692;
toto_geenen;anonymous88895;;;;;;;;;;;;;Mentions;26/05/2022 18:34;RT @anonymous88895: #SafeTF2 https://t.co/9qYXu0u7SC;;;safetf2;26/05/2022 18:34;https://twitter.com/#!/toto_geenen/status/1529893787492831232;;;1529893787492831232;
toto_geenen;anonymous88895;;;;;;;;;;;;;Mentions;26/05/2022 18:34;RT @anonymous88895: #SafeTF2 https://t.co/Slb9Kf3txC;;;safetf2;26/05/2022 18:34;https://twitter.com/#!/toto_geenen/status/1529893812134457353;;;1529893812134457353;
thee_kopje;thee_kopje;;;;;;;;;;;;;Tweet;26/05/2022 11:57;#SafeTF2 valve pls fix https://t.co/tteDes8ZcK;;;safetf2;26/05/2022 11:57;https://twitter.com/#!/thee_kopje/status/1529793910087815169;;;1529793910087815169;
toto_geenen;thee_kopje;;;;;;;;;;;;;Mentions;26/05/2022 18:34;RT @thee_kopje: #SafeTF2 valve pls fix https://t.co/tteDes8ZcK;;;safetf2;26/05/2022 18:34;https://twitter.com/#!/toto_geenen/status/1529893849337933825;;;1529893849337933825;
tomassburack_;tomassburack_;;;;;;;;;;;;;Tweet;26/05/2022 11:52;I am not a veteran, but I have been playing tf2 casually for several years, I dedicated my time and money to it, an… https://t.co/7jPc2PUaAu;https://twitter.com/i/web/status/1529792521328525318;twitter.com;;26/05/2022 11:52;https://twitter.com/#!/tomassburack_/status/1529792521328525318;;;1529792521328525318;
toto_geenen;tomassburack_;;;;;;;;;;;;;Mentions;26/05/2022 18:35;RT @tomassburack_: I am not a veteran, but I have been playing tf2 casually for several years, I dedicated my time and money to it, and tod…;;;;26/05/2022 18:35;https://twitter.com/#!/toto_geenen/status/1529893889426980865;;;1529893889426980865;
robertillman;robertillman;;;;;;;;;;;;;Tweet;26/05/2022 11:51;TF2 is a game thats ive played for over teen years on and off. But even after all these years this is the game that… https://t.co/r2OhuMbraN;https://twitter.com/i/web/status/1529792285780623361;twitter.com;;26/05/2022 11:51;https://twitter.com/#!/robertillman/status/1529792285780623361;;;1529792285780623361;
toto_geenen;robertillman;;;;;;;;;;;;;Mentions;26/05/2022 18:35;RT @RobertIllman: TF2 is a game thats ive played for over teen years on and off. But even after all these years this is the game that makes…;;;;26/05/2022 18:35;https://twitter.com/#!/toto_geenen/status/1529893926768877568;;;1529893926768877568;
andrew_laskin;andrew_laskin;;;;;;;;;;;;;Tweet;26/05/2022 11:49;"Arrived late 2011
Never really left

#safetf2 #SafeTF2 https://t.co/C4ZoiGRj9W";;;safetf2 safetf2;26/05/2022 11:49;https://twitter.com/#!/andrew_laskin/status/1529791808678637569;;;1529791808678637569;
toto_geenen;andrew_laskin;;;;;;;;;;;;;Mentions;26/05/2022 18:35;"RT @andrew_laskin: Arrived late 2011
Never really left

#safetf2 #SafeTF2 https://t.co/C4ZoiGRj9W";;;safetf2 safetf2;26/05/2022 18:35;https://twitter.com/#!/toto_geenen/status/1529894000341266448;;;1529894000341266448;
basicpork;basicpork;;;;;;;;;;;;;Tweet;26/05/2022 11:15;game in the state that it's in is really heartbreaking and I wish that valve would finally step up and fix the bott… https://t.co/KPAwbHVDG0;https://twitter.com/i/web/status/1529783383848628228;twitter.com;;26/05/2022 11:15;https://twitter.com/#!/basicpork/status/1529783383848628228;;;1529783383848628228;1529783118768513025
toto_geenen;basicpork;;;;;;;;;;;;;Mentions;26/05/2022 18:35;RT @basicpork: game in the state that it's in is really heartbreaking and I wish that valve would finally step up and fix the botting issue…;;;;26/05/2022 18:35;https://twitter.com/#!/toto_geenen/status/1529894070109319181;;;1529894070109319181;
kellythesfmer;kellythesfmer;;;;;;;;;;;;;Tweet;26/05/2022 18:34;Tf2 made me lifelong friends. Fun that lasted an entire childhood. The tf2 economy teaching me the ups and downs of… https://t.co/eHhVuWiSAM;https://twitter.com/i/web/status/1529893752160063489;twitter.com;;26/05/2022 18:34;https://twitter.com/#!/kellythesfmer/status/1529893752160063489;;;1529893752160063489;
toto_geenen;kellythesfmer;;;;;;;;;;;;;Mentions;26/05/2022 18:36;RT @KellyTheSFMer: Tf2 made me lifelong friends. Fun that lasted an entire childhood. The tf2 economy teaching me the ups and downs of trad…;;;;26/05/2022 18:36;https://twitter.com/#!/toto_geenen/status/1529894266394357777;;;1529894266394357777;
toto_geenen;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 18:27;RT @BSwagolini: #SafeTF2 Man i love tf2 and its sad that game is unplayable @valvesoftware pls do something give us updates https://t.co/hB…;;;safetf2;26/05/2022 18:27;https://twitter.com/#!/toto_geenen/status/1529891965139034112;;;1529891965139034112;
toto_geenen;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 18:28;RT @Jesus18216111: @valvesoftware @valvesoftware #safetf2;;;safetf2;26/05/2022 18:28;https://twitter.com/#!/toto_geenen/status/1529892257679265792;;;1529892257679265792;
toto_geenen;dialga22239;;;;;;;;;;;;;Mentions;26/05/2022 18:30;RT @Dialga22239: TF2 is my first Game, I've ever played on Steam. A Game with a great Community and cool Players where I became Friends wit…;;;;26/05/2022 18:30;https://twitter.com/#!/toto_geenen/status/1529892693027000320;;;1529892693027000320;
toto_geenen;iberrykarsen;;;;;;;;;;;;;Mentions;26/05/2022 18:33;"RT @iBerryKarsen: #safetf2
TF2 is an amazing game and it sucks  to see its default mode basically left to rot with bots
It has amazing char…";;;safetf2;26/05/2022 18:33;https://twitter.com/#!/toto_geenen/status/1529893401826668563;;;1529893401826668563;
toto_geenen;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 18:34;RT @LostUgandanSong: @valvesoftware #SafeTF2;;;safetf2;26/05/2022 18:34;https://twitter.com/#!/toto_geenen/status/1529893671805628429;;;1529893671805628429;
toto_geenen;steinerteddylp;;;;;;;;;;;;;Mentions;26/05/2022 18:36;RT @STEINERTEDDYlp: #SafeTF2 https://t.co/nAtN0dHlyb;;;safetf2;26/05/2022 18:36;https://twitter.com/#!/toto_geenen/status/1529894177777102852;;;1529894177777102852;
toto_geenen;tylerzachary22;;;;;;;;;;;;;Mentions;26/05/2022 18:36;RT @tylerzachary22: Team Fortress 2 is my favorite game of all time. I started playing exactly 10 years ago. The humor, the gameplay, the c…;;;;26/05/2022 18:36;https://twitter.com/#!/toto_geenen/status/1529894290897481732;;;1529894290897481732;
toto_geenen;dude_stay;;;;;;;;;;;;;Mentions;26/05/2022 18:36;RT @dude_stay: Plz help us save the this game from crazy bots and help join the tf2 community. #SafeTF2 https://t.co/YzjzgfiUe9;;;safetf2;26/05/2022 18:36;https://twitter.com/#!/toto_geenen/status/1529894378516492315;;;1529894378516492315;
mrgameandplay2;mrgameandplay2;;;;;;;;;;;;;Tweet;26/05/2022 03:46;"Quiza no tengo mas de 4000 horas en tf2 pero aun asi este juego es especial para mi..

 #SafeTF2 https://t.co/KmQWa2sA2i";;;safetf2;26/05/2022 03:46;https://twitter.com/#!/mrgameandplay2/status/1529670342251274241;;;1529670342251274241;
agorikroll;mrgameandplay2;;;;;;;;;;;;;Mentions;26/05/2022 18:37;"RT @Mrgameandplay2: Quiza no tengo mas de 4000 horas en tf2 pero aun asi este juego es especial para mi..

 #SafeTF2 https://t.co/KmQWa2sA2i";;;safetf2;26/05/2022 18:37;https://twitter.com/#!/agorikroll/status/1529894419658420234;;;1529894419658420234;
doce171;doce171;;;;;;;;;;;;;Tweet;26/05/2022 18:40;"#SafeTF2
engineer gaming";;;safetf2;26/05/2022 18:40;https://twitter.com/#!/doce171/status/1529895170661134351;;;1529895170661134351;
seeya_le;seeya_le;;;;;;;;;;;;;Tweet;26/05/2022 18:44;"#SafeTF2 
I have played the game a single time at a college's video game day with some friends and didn't really ge… https://t.co/PKgz4FKKul";https://twitter.com/i/web/status/1529896359582744576;twitter.com;safetf2;26/05/2022 18:44;https://twitter.com/#!/seeya_le/status/1529896359582744576;;;1529896359582744576;
anvitzinsfw;anvitzinsfw;;;;;;;;;;;;;Tweet;26/05/2022 18:45;I never played the game at all, but been hearing about the issue a lot and is annoying Valve has done nothing to fi… https://t.co/kBTiIFpjfU;https://twitter.com/i/web/status/1529896521717755926;twitter.com;;26/05/2022 18:45;https://twitter.com/#!/anvitzinsfw/status/1529896521717755926;;;1529896521717755926;
chechechara;chechechara;;;;;;;;;;;;;Tweet;26/05/2022 18:45;#SafeTF2 I’ve been playing this damn game since 2017 I love it more then anything ive met so many good people in it… https://t.co/eGA1I0ckBz;https://twitter.com/i/web/status/1529896606513999893;twitter.com;safetf2;26/05/2022 18:45;https://twitter.com/#!/chechechara/status/1529896606513999893;;;1529896606513999893;
mr_cockx;mr_cockx;;;;;;;;;;;;;Tweet;26/05/2022 18:47;TF2 is a game we’re I didn’t even need to play it for 3 years just watch amazing content creators and videos to kno… https://t.co/yQM2FyqSk3;https://twitter.com/i/web/status/1529897021540380706;twitter.com;;26/05/2022 18:47;https://twitter.com/#!/mr_cockx/status/1529897021540380706;;;1529897021540380706;
defelzz;defelzz;;;;;;;;;;;;;Tweet;26/05/2022 18:45;#SafeTF2;;;safetf2;26/05/2022 18:45;https://twitter.com/#!/defelzz/status/1529896617725374467;;;1529896617725374467;
defelzz;facikwacik;;;;;;;;;;;;;Mentions;26/05/2022 18:48;RT @FacikWacik: My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;26/05/2022 18:48;https://twitter.com/#!/defelzz/status/1529897344568897549;;;1529897344568897549;
henriknotjimi;henriknotjimi;;;;;;;;;;;;;Tweet;26/05/2022 18:50;#SafeTF2 the only video game is fucked up by evil forces;;;safetf2;26/05/2022 18:50;https://twitter.com/#!/henriknotjimi/status/1529897739466813441;;;1529897739466813441;
botorx9;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 16:05;Please @valvesoftware do something, we as a TF2 community are tired of this shit, no updates, bots taking over the… https://t.co/Q2CzwcyP0m;https://twitter.com/i/web/status/1529856189756063744;twitter.com;;26/05/2022 16:05;https://twitter.com/#!/botorx9/status/1529856189756063744;;;1529856189756063744;
okaywegood;botorx9;;;;;;;;;;;;;Mentions;26/05/2022 17:16;RT @botorx9: Please @valvesoftware do something, we as a TF2 community are tired of this shit, no updates, bots taking over the servers. Lo…;;;;26/05/2022 17:16;https://twitter.com/#!/okaywegood/status/1529874031352086528;;;1529874031352086528;
glacialgrater;glacialgrater;;;;;;;;;;;;;Tweet;26/05/2022 17:51;#SafeTF2  i really enjoy tf2 cuz i really like weapons, classes, gamemode's and hats. but #PleaseValve fix the bot… https://t.co/xHViKtIYyS;https://twitter.com/i/web/status/1529882890514976768;twitter.com;safetf2 pleasevalve;26/05/2022 17:51;https://twitter.com/#!/glacialgrater/status/1529882890514976768;;;1529882890514976768;
